text,category,urgency,rule_prediction,final_prediction
service outage resolved yesterday server maintenance fixed systems operational apologies inconvenience,updates,low,low,low
flash sale electronics favorite items back wait example com use code welcome,promotions,low,low,low
news groups follow group book club live streaming join platform com streaming event,social_media,low,low,low
community announcement maintenance confirm cancel service com status phone number building,updates,low,medium,low
post got new reactions mike check emily weather looks great reply platform com messages group,social_media,low,low,low
birthday discount loyal customer get exclusive example com offer code save,promotions,low,low,low
payroll advance program expanded request pre payday new terms hrportal com payroll advance eligibility requires months employment repayment automatically deducted next paycheck,updates,medium,medium,medium
community announcement pool closure service unavailable window updates include security patches performance improvements,updates,low,medium,low
reservation confirmed abc airlines yesterday payment processing issue fixed systems operational apologies inconvenience,updates,medium,medium,medium
twitter authenticator token expires gmt support contact,verify_code,low,low,low
nearby meetup today sarah check emily count reply social com chats hiking,social_media,low,low,low
new reply home server setup thread discussion moved general support continue forum com thread,forum,low,low,low
webdev reply database query trending gaming comments view forum com thread,forum,low,low,low
new follower david kim group update book club posted video trending digital artists best summer destination,social_media,low,medium,low
ssa tax refund approval dear winner email annual lottery click scam delivery com claim hrs expire unsubscribe,spam,low,low,low
appointment confirmed dec gmt updated privacy policy review changes service com status effective aug,updates,medium,medium,medium
delivery rescheduled order confirm cancel banking com statements payment due date building,updates,medium,medium,medium
forum maintenance scheduled thread discussion started pixelartist settings support site ticket,forum,medium,low,medium
netflix egift card loyal customers immediate action required subscription payment failed update payment phishing site com call support,spam,medium,low,medium
payment received invoice inv abc airlines new hours effective immediately sep pst assignment confirmed manage booking company com updates,updates,medium,medium,medium
order delivered updated privacy policy review changes banking com statements effective dec,updates,low,medium,low
free dessert hotel stay loyal customer get exclusive example com offer code birthday,promotions,low,low,low
secure access number code login confirmation share requested est,verify_code,medium,medium,medium
new device approval use verification code device samsung galaxy location seattle,verify_code,low,high,low
microsoft transfer confirmation enter verify password reset session auto cancel invalid attempts,verify_code,high,high,high
facebook refund notification immediate action required subscription payment failed update payment bit fakeprize call support,spam,low,low,low
flash sale tools deal ends time items lowest prices shop example com use code save,promotions,low,low,low
microsoft password expiration immediate action required subscription payment failed update payment scam delivery com call support scam,spam,high,low,high
appointment reminder eye exam nov pst new features new bug fixes install company com updates changelog included,updates,medium,medium,medium
gamer special steam card graphics card purchase gaming com bundle deals,promotions,low,low,low
moderator post processed database upgrade completed successfully new features new search notifications faq wiki site page,forum,low,low,low
support passcode provide verify support session,verify_code,low,high,low
news john smith started new position beach vacation family view album social com albums vacation,social_media,low,low,low
john smith liked post great insight view social com profile user reply disable social com settings,social_media,low,low,low
anniversary instagram great insight view social com notifications reply disable social com settings,social_media,low,low,low
security alert failed login attempts microsoft requires immediate password update click phishing site com failure within hrshrs causes lockout,spam,high,low,high
mod application open technical support thread discussion started webdev settings support site ticket,forum,low,low,low
special offer loyal customer get exclusive example com offer code flash,promotions,low,low,low
appointment confirmed nov gmt items delivered via usps tracking estimated delivery sep track service com status,updates,medium,medium,medium
clearance madness clothing hello valued member enjoy free shipping week shop example com expires date,promotions,low,low,low
forum contest photo contest trending programming comments view forum com thread,forum,low,low,low
moderator post processed revised rules effective immediately key changes citation requirements news posts review wiki site page,forum,low,medium,low
warning violation react performance thread discussion started codemaster settings forum com thread,forum,high,low,high
google authenticator pin required login confirmation github,verify_code,medium,medium,medium
hour sale extra clearance hello valued member enjoy free shipping week shop example com expires date,promotions,low,low,low
ssa tax refund approval package delivered tracking update phishing site com ignore,spam,low,low,low
popular near webinar beach vacation family view album platform com memories beach,social_media,low,low,low
webdev reply slow boot issue user pixelartist posted helpful solution view wiki site page,forum,low,high,low
facebook authenticator enter confirm account recovery request ignore,verify_code,medium,medium,medium
linkedin transfer confirmation enter confirm password reset request ignore,verify_code,medium,high,medium
identity confirmation use verification code device chrome windows location seattle,verify_code,medium,high,medium
access code code account verification share requested pst,verify_code,medium,high,medium
new reply python coding challenge user techguru posted helpful solution view support site ticket,forum,low,low,low
important payment due date changed yesterday network connectivity problem fixed systems operational apologies inconvenience,updates,medium,low,medium
software update available updated terms service review changes company com updates effective sep,updates,low,medium,low
urgent claim prize package delivered tracking update phishing site com ignore,spam,high,low,high
hmrc tax refund approval google requires immediate password update click bit fakeprize failure within hrshrs causes lockout,spam,high,low,high
limited stock final clearance hello valued member enjoy buy one get one free shop example com expires date,promotions,low,low,low
free iphone pro survey package delivered tracking update phishing site com ignore,spam,low,low,low
professional drone light painting kit long exposure aerial photography rig skypainting com requires faa part license,promotions,low,low,low
github transfer confirmation pin required password reset github,verify_code,high,high,high
missed delivery confirmation unusual login detected china secure account bit fakeprize account suspended,spam,medium,low,medium
new follower mike chen view profile social com profile john accept reject social com friends pending,social_media,low,low,low
post featured workoutmotivation story new york received likes comments see insights social com insights post,social_media,low,low,low
selected spa weekend see messaged google view scam delivery com special offer membership,spam,low,low,low
early access summer sale start favorite items back wait example com use code vip,promotions,low,low,low
nearby webinar today group hiking buddies live streaming join platform com streaming event,social_media,low,low,low
facebook withdrawal auth enter confirm payment confirmation request ignore,verify_code,medium,medium,medium
community announcement pool closure main pool closed aug maintenance lap pool remains open see notice hoa portal maintenance,updates,low,low,low
live product launch keynote group update photography group posted video trending digital artists favorite tech tools,social_media,low,medium,low
renew netflix subscription immediate action required subscription payment failed update payment bit fakeprize call support fake,spam,medium,low,medium
new follower john smith see story platform com content video comments inspiring disable notifications social com settings,social_media,low,low,low
urgent claim prize immediate action required subscription payment failed update payment phishing site com call support,spam,high,low,high
policy update user agreement changes restaurant new hours effective immediately dec gmt assignment confirmed manage booking service com status,updates,medium,medium,medium
service outage resolved car rental main pool closed aug maintenance aug est assignment confirmed manage booking banking com statements,updates,medium,medium,medium
hour sale extra clearance deal ends time items lowest prices shop example com use code welcome,promotions,low,low,low
anniversary twitter article paris received likes comments see insights platform com analytics content,social_media,low,low,low
login alert verification step needed token expires est support contact,verify_code,high,medium,high
google investment opportunity roi invoice inv ready view bit fakeprize dispute within hrshrs,spam,medium,low,medium
forum maintenance scheduled downtime aug est details forum com downtime notice,forum,medium,low,medium
verification required pin required login confirmation twitter,verify_code,medium,medium,medium
crispr germline editing moratorium notice international summit resolution compliance portal geneediting ethics gov reporting requirements,updates,low,medium,low
payment received invoice inv new features new bug fixes install company com updates changelog included,updates,medium,medium,medium
appointment confirmed sep est updated terms service review changes company com updates effective nov,updates,medium,medium,medium
community announcement new policy car rental main pool closed aug maintenance aug midnight assignment confirmed manage booking banking com statements,updates,low,medium,low
citizen science urban wildlife tracker upload street camera animal sightings platform citywild app geo tagged images,social_media,low,low,low
new friend request mike chen photo london received likes comments see insights social com insights post,social_media,medium,medium,medium
platform upgrade real time collaboration tools new collaborative editing features live create documents multiple contributors track changes version history convert threads knowledge base articles includes new citation manager accessibility checker explore features forum com collab tools ref tool premium members get unlimited collaborative workspaces,forum,low,low,low
news lisa rodriguez started new position mike check lisa weather looks great reply platform com messages group,social_media,low,low,low
news lisa rodriguez started new position group update photography group posted article trending remote workers best summer destination,social_media,low,medium,low
auto payment failed subscription items processing via ups tracking estimated delivery dec track service com status,updates,medium,low,medium
industrial espionage defense workshop corporate security specialists team counterintelligenceacademy com includes threat simulation,promotions,low,low,low
vip preview holiday deals deal ends time items lowest prices shop example com use code birthday,promotions,low,medium,low
vip preview clearance event deal ends time items lowest prices shop example com use code vip,promotions,low,medium,low
policy update user agreement changes biometric login activated per request learn company com updates,updates,medium,medium,medium
account summary september statement ready new features new bug fixes install company com updates changelog included,updates,low,medium,low
early bird special new collection preview fall styles launch exclusive pre order fashionbrand com pre fall code earlybird,promotions,low,medium,low
google transfer confirmation use verification code device safari macos location los angeles,verify_code,medium,high,medium
new follower suggestion industry peers may know browse social com connect suggestions,social_media,low,low,low
delivery rescheduled order yesterday payment processing issue fixed systems operational apologies inconvenience,updates,medium,low,medium
account summary august statement ready august statement available view download company com updates action needed payment scheduled,updates,medium,medium,medium
safety recall model monthly statement available view download company com updates action needed payment scheduled,updates,medium,medium,medium
fitness challenge free gear kit join day transformation challenge gym com fitness challenge complete weekly goals earn premium equipment live trainer sessions included,promotions,low,low,low
warning violation database optimization earned achievement badge view profile wiki site page,forum,high,low,high
event reminder ama industry expert earned achievement badge view profile forum com thread,forum,low,medium,low
thread locked reason post per report details forum com thread,forum,low,low,low
microsoft verification enter verify account recovery session auto cancel invalid attempts,verify_code,low,medium,low
new follower mike chen sarah great event today emily weather looks great reply social com chats hiking,social_media,low,low,low
authentication token code login confirmation share requested pst,verify_code,medium,medium,medium
free gift purchase deal ends time items lowest prices shop example com use code welcome,promotions,low,low,low
new reply python coding challenge user codemaster comment forum com thread,forum,low,low,low
login code reply code account verification share requested est,verify_code,medium,high,medium
live alert meetup behind scenes group update tech enthusiasts posted photo trending digital artists favorite tech tools,social_media,high,medium,high
nearby meetup today group update tech enthusiasts posted story trending remote workers favorite tech tools,social_media,low,medium,low
watch later recommended video post london received likes comments see insights social com insights post,social_media,low,low,low
anniversary instagram see post platform com content video comments thanks sharing disable notifications social com settings,social_media,low,low,low
order delivered activated per request learn company com updates,updates,medium,medium,medium
wiki edit approved webdev user codemaster posted helpful solution view forum com thread,forum,low,low,low
post featured traveldiaries group tech enthusiasts invited rsvp social com events meetup,social_media,low,low,low
popular near meetup see post social com posts photo comments inspiring disable notifications social com settings,social_media,low,low,low
new follower mike chen friends checked downtown cafe see photos menu social com places cafe,social_media,low,low,low
free upgrade hotel stay celebrate entire purchase valid example com code welcome,promotions,low,low,low
appointment confirmed aug gmt new features new bug fixes install banking com statements changelog included,updates,medium,medium,medium
ama session tech ceo report per report details support site ticket,forum,low,low,low
account warning multiple downvotes recent comments received community flags review rules community guidelines com mod warning,forum,high,medium,high
google egift card loyal customers following google application rates dropped apply scam delivery com stop opt,spam,low,low,low
forum digest photography discussions revised rules effective immediately key changes citation requirements news posts review forum com thread,forum,low,medium,low
microsoft password expiration refund processed claim bit fakeprize complete within hrshrs,spam,high,low,high
nearby workshop today view profile social com profile john accept reject social com friends pending,social_media,low,low,low
google subscription suspended refund processed claim phishing site com complete within hrshrs,spam,high,low,high
poll vote favorite tech tools grand canyon alex view album platform com memories beach,social_media,low,low,low
temporary security pass access code account verification valid,verify_code,low,high,low
temporary security pass access code password reset valid,verify_code,high,high,high
nearby workshop today group hiking buddies invited rsvp social com events meetup,social_media,low,low,low
achievement unlocked trusted contributor thread discussion moved general support continue wiki site page,forum,low,low,low
new friend request lisa rodriguez photo paris received likes comments see insights platform com analytics content,social_media,medium,medium,medium
microsoft password expiration samsung galaxy logged hrs minutes ago verify phishing site com secure account,spam,high,low,high
missed delivery confirmation samsung galaxy logged hrs minutes ago verify scam delivery com secure account,spam,medium,low,medium
payment received invoice inv updated user agreement review changes company com updates effective aug,updates,medium,medium,medium
apple inquiry immediate action required subscription payment failed update payment scam delivery com call support fake,spam,medium,low,medium
hour sale extra clearance celebrate entire purchase valid example com code welcome,promotions,low,low,low
poll vote best summer destination mike check emily amazing post reply platform com messages group,social_media,low,low,low
security upgrade enabled yesterday server maintenance fixed systems operational apologies inconvenience,updates,low,low,low
login alert verification step needed account verification enter share number,verify_code,high,high,high
auto payment failed subscription august statement available view download service com status action needed payment scheduled,updates,medium,high,medium
invoice available samsung galaxy logged hrs minutes ago verify phishing site com secure account,spam,medium,low,medium
moderator comment processed revised rules effective immediately key changes citation requirements news posts review support site ticket,forum,low,medium,low
costco membership renewal exclusive coupon renew costco renew offer club,spam,low,low,low
microsoft transfer confirmation access code account verification valid,verify_code,medium,high,medium
google workspace suspension storage quota exceeded purchase upgrade gsuite storage upgrade cloud acct collaborative documents locked read mode resolution,spam,low,low,low
amazon used new device samsung galaxy logged hrs minutes ago verify phishing site com secure account,spam,low,low,low
mod application open career advice trending photography comments view wiki site page,forum,low,low,low
netflix investment opportunity roi iphone pro logged hrs minutes ago verify bit fakeprize secure account,spam,low,low,low
flash sale macbook air supplies last ends tonight applestore com flash deals,promotions,low,low,low
security notice suspicious login blocked service unavailable window updates include security patches performance improvements,updates,high,high,high
missed delivery confirmation microsoft requires immediate password update click scam delivery com failure within hrshrs causes lockout,spam,medium,low,medium
delivery problem package delivered tracking update phishing site com ignore,spam,low,low,low
new reply react performance database upgrade completed successfully new features new search notifications faq forum com thread,forum,low,low,low
moderation notice community guidelines update user pixelartist posted helpful solution view support site ticket,forum,low,medium,low
free shipping membership hello valued member enjoy free shipping week shop example com expires date,promotions,low,low,low
identity confirmation login confirmation enter share number,verify_code,medium,medium,medium
new friend request sarah johnson beach vacation family view album platform com memories beach,social_media,medium,medium,medium
refund confirmation immediate action required subscription payment failed update payment scam delivery com call support scam,spam,medium,low,medium
airbnb host account review guest safety concerns reported submit documentation airbnb host verification stay abb new bookings blocked pending property inspection certification upload,spam,high,low,high
safety recall model items shipped via fedex tracking estimated delivery sep track company com updates,updates,low,medium,low
community announcement new policy abc airlines new hours effective immediately sep pst assignment confirmed manage booking company com updates,updates,low,medium,low
new follower john smith alex great event today david amazing post reply social com chats hiking,social_media,low,low,low
refund confirmation see messaged netflix view bit fakeprize special offer membership,spam,low,low,low
new arrivals summer collection live loyal customer get exclusive example com offer code vip,promotions,low,low,low
poll vote favorite tech tools group update tech enthusiasts posted article trending digital artists weekend plans,social_media,low,medium,low
two step verification code pin required transaction authorization linkedin,verify_code,low,high,low
achievement unlocked reputation user webdev posted helpful solution view support site ticket,forum,low,high,low
achievement unlocked community star user datawiz report forum com thread,forum,low,low,low
moderation notice community guidelines update revised rules effective immediately key changes citation requirements news posts review forum com rules,forum,low,medium,low
account summary september statement ready restaurant new hours effective immediately aug gmt assignment confirmed manage booking banking com statements,updates,medium,medium,medium
limited stock limited edition loyal customer get exclusive example com offer code birthday,promotions,low,low,low
live shopping event limited edition sneakers exclusive colorway release designer social com live sneaker drop early access followers special promo code limited pairs worldwide,social_media,low,low,low
news groups follow sarah check david count reply platform com messages group,social_media,low,low,low
instagram reels masterclass hollywood director exclusive followers live instagram com live creator limited virtual seats,social_media,low,low,low
membership upgrade cancelled achieved abc airlines main pool closed aug maintenance sep pst assignment confirmed manage booking banking com statements,updates,medium,medium,medium
auto payment failed subscription confirm cancel banking com statements phone number building,updates,medium,medium,medium
wiki edit approved linux earned achievement badge view profile forum com thread,forum,low,low,low
important phone number changed monthly statement available view download service com status action needed payment scheduled,updates,medium,medium,medium
brand mentioned best customer photo respond social com mentions brand,social_media,low,low,low
bank alert unusual transfer sent unknown account cancel bank security lock xyz ref,spam,high,low,high
new thread technical support matches alert revised rules effective immediately key changes citation requirements news posts review wiki site page,forum,high,medium,high
amazon egift card loyal customers dear winner email annual lottery click scam delivery com claim hrs expire unsubscribe,spam,low,low,low
reservation confirmed car rental abc airlines new hours effective immediately oct midnight assignment confirmed manage booking banking com statements,updates,medium,medium,medium
luxury watchmaking apprenticeship day intensive disassemble assemble patek horologymasterclass com tools provided,promotions,low,low,low
final notice netflix end following google application rates dropped apply phishing site com stop opt,spam,low,low,low
warranty extended product covered details support site com warranty,updates,low,low,low
delivery problem following google application rates dropped apply scam delivery com stop opt,spam,low,low,low
facebook investment opportunity roi refund processed claim scam delivery com complete within hrshrs,spam,low,low,low
nearby workshop today group update book club posted photo trending remote workers favorite tech tools,social_media,low,medium,low
answered query technical support report per report details wiki site page,forum,low,low,low
moderation notice community guidelines update earned achievement badge view profile forum com thread,forum,low,medium,low
moderation guidelines revised new transparency rules read forum com mod guidelines sept,forum,low,low,low
popular near webinar group hiking buddies live streaming join social com live conference,social_media,low,low,low
new friend request lisa rodriguez group hiking buddies live streaming join platform com streaming event,social_media,medium,medium,medium
membership upgrade delivered achieved service unavailable window updates include security patches performance improvements,updates,low,medium,low
achievement unlocked expert helper user techguru report forum com thread,forum,low,high,low
birthday reminder friends next week story new york received likes comments see insights social com insights post,social_media,low,medium,low
new featured guide programming database upgrade completed successfully new features new search notifications faq support site ticket,forum,low,low,low
double rewards points sunday favorite items back wait example com use code flash,promotions,low,low,low
security alert failed login attempts invoice inv ready view scam delivery com dispute within hrshrs,spam,medium,low,high
achievement unlocked community star earned achievement badge view profile forum com thread,forum,low,low,low
verification required token expires pst support contact,verify_code,low,low,low
live product launch keynote beach vacation family view album social com albums vacation,social_media,low,low,low
memories week alex check lisa weather looks great reply platform com messages group,social_media,low,low,low
forum contest photo contest user webdev post forum com thread,forum,low,low,low
forum contest photo contest user techguru posted helpful solution view wiki site page,forum,low,low,low
deep brain stimulation implant firmware update medtronic activa schedule neuroclinic org firmware update downtime hrs required,updates,medium,medium,medium
missed delivery confirmation immediate action required subscription payment failed update payment phishing site com call support,spam,medium,low,medium
irs tax refund approval see messaged apple view bit fakeprize special offer membership,spam,low,low,low
post featured workoutmotivation sarah anyone free weekend emily count reply social com chats hiking,social_media,low,low,low
news groups follow group update book club posted story trending remote workers best summer destination,social_media,low,medium,low
flash sale beauty products loyal customer get exclusive example com offer code welcome,promotions,low,low,low
auto payment failed subscription account ending declined aug update payment billing service com update avoid service suspension,updates,medium,medium,medium
mod application open technical support user techguru thread forum com thread,forum,low,low,low
facebook withdrawal auth enter verify new device registration session auto cancel invalid attempts,verify_code,low,medium,low
subscription renewal notice annual plan renews sep manage account com subscriptions,updates,low,low,low
new subscriber bonus free voucher welcome newsletter use code new first order freshgrocer com offer expires hrs,promotions,low,low,low
new thread technical support matches alert trending books comments view support site ticket,forum,high,low,high
google used new device following microsoft application rates dropped apply scam delivery com stop opt,spam,low,low,low
achievement unlocked expert helper report per report details support site ticket,forum,low,high,low
linkedin verification enter verify payment confirmation session auto cancel invalid attempts,verify_code,medium,medium,medium
answered query career advice earned achievement badge view profile forum com thread,forum,low,low,low
invoice available package delivered tracking update bit fakeprize ignore,spam,medium,low,medium
fedex delivery failed redelivery fee required pay fedex redelivery pay xyz trk fdx,spam,low,low,low
hmrc tax refund approval samsung galaxy logged hrs minutes ago verify phishing site com secure account,spam,low,low,low
mod application open technical support database upgrade completed successfully new features new search notifications faq forum com thread,forum,low,low,low
double points weekend purchases earn rewards activate rewards site com double weekend,promotions,low,low,low
authentication token enter verify password reset session auto cancel invalid attempts,verify_code,high,high,high
service outage resolved new features new bug fixes install banking com statements changelog included,updates,low,low,low
new featured guide techsupport thread discussion moved general support continue forum com thread,forum,low,low,low
popular near meetup photo sydney received likes comments see insights social com insights post,social_media,low,low,low
event invitation tech conference sep see story platform com content video comments thanks sharing disable notifications platform com notifications,social_media,low,low,low
authentication token code account verification share requested gmt,verify_code,medium,high,medium
job opening shared data scientist startup details social com jobs data scientist,social_media,low,low,low
forum digest webdev discussions thread discussion started datawiz settings wiki site page,forum,low,low,low
identity verification required security code enter sign page expires minutes contact support,verify_code,low,high,low
bitcoin atm transaction hold withdrawal pending identity check complete btc atm compliance org txid btm,spam,low,low,low
security alert failed login attempts unusual login detected nigeria secure account phishing site com secure account suspended,spam,high,low,high
safety recall model august statement available view download service com status action needed payment scheduled,updates,medium,medium,medium
stock dividend unclaimed microsoft dividend uncollected claim dividend unclaimed finance msft,spam,low,low,low
final notice apple end samsung galaxy logged hrs minutes ago verify phishing site com secure account,spam,low,low,low
new friend request sarah johnson view profile platform com users sarah accept reject social com friends pending,social_media,medium,medium,medium
answered query career advice trending gaming comments view support site ticket,forum,low,low,low
limited stock back stock deal ends time items lowest prices shop example com use code save,promotions,low,low,low
emergency access code disaster recovery protocol activated due regional service outage use temporary access code bypass standard authentication systems emergency code provides minute access critical systems restricted privileges code expires gmt mandatory security review required crisis resolution,verify_code,high,high,high
identity verification required access code transaction authorization valid,verify_code,low,low,low
verification code access code account verification valid,verify_code,low,high,low
google investment opportunity roi dear winner email annual lottery click bit fakeprize claim hrs expire unsubscribe,spam,low,low,low
new friend request david kim group tech enthusiasts live streaming join platform com streaming event,social_media,medium,medium,medium
weapon deployment authorization lethal autonomous system enablement aws enable darpa test range military controls gov coordinates encrypted,verify_code,low,low,low
authentication token code transaction authorization share requested pst,verify_code,medium,medium,medium
new arrivals back school live discover items shop new styles example com code vip extra,promotions,low,low,low
membership upgrade delivered achieved monthly statement available view download company com updates action needed payment scheduled,updates,medium,medium,medium
john smith mentioned comment beach vacation family view album platform com memories beach,social_media,low,low,low
missed delivery confirmation refund processed claim bit fakeprize complete within hrshrs,spam,medium,low,medium
anniversary special buy one get one free favorite items back wait example com use code birthday,promotions,low,low,low
new device approval transaction authorization enter share number,verify_code,low,low,low
apple gift card claim survey participant reward available redeem apple surveyrewards com use code survey,spam,low,low,low
community fund new server funding goal target dedicated database server forum com community fund donation perks include custom titles supporter badges real time tracker shows funded corporate matching available,forum,low,low,low
news lisa rodriguez started new position group book club invited rsvp social com events meetup,social_media,low,low,low
free dessert membership celebrate entire purchase valid example com code welcome,promotions,low,low,low
login alert verification step needed code login confirmation share requested pst,verify_code,medium,medium,medium
apple refund notification unusual login detected nigeria secure account phishing site com account suspended,spam,low,low,low
irs tax refund approval see messaged facebook view phishing site com special offer membership,spam,low,low,low
temporary pin use verification code device samsung galaxy location seattle,verify_code,low,high,low
authentication token pin required transaction authorization microsoft,verify_code,low,low,low
flash sale beauty products hello valued member enjoy free shipping week shop example com expires date,promotions,low,low,low
vintage computer restoration knowledge base add pdp maintenance guide edit retrotech wiki edit pdp reference schematics attached,forum,low,low,low
important phone number changed new features new bug fixes install service com status changelog included,updates,low,low,low
event invitation webinar sep video tokyo received likes comments see insights social com insights post,social_media,low,low,low
new friend request sarah johnson view profile social com profile john accept reject platform com requests,social_media,medium,medium,medium
new follower john smith story paris received likes comments see insights platform com analytics content,social_media,low,low,low
reservation confirmed hotel booking yesterday server maintenance fixed systems operational apologies inconvenience,updates,medium,medium,medium
free dessert hotel stay loyal customer get exclusive example com offer code welcome,promotions,low,low,low
flash sale clothing celebrate entire purchase valid example com code birthday,promotions,low,low,low
software update available restaurant main pool closed aug maintenance dec est assignment confirmed manage booking banking com statements,updates,medium,medium,medium
new follower lisa rodriguez group update book club posted photo trending remote workers best summer destination,social_media,low,medium,low
member exclusive extra clearance loyal customer get exclusive example com offer code welcome,promotions,low,low,low
early access summer sale start deal ends time items lowest prices shop example com use code birthday,promotions,low,low,low
thread locked reason earned achievement badge view profile wiki site page,forum,low,low,low
software update available updated cookie policy review changes banking com statements effective dec,updates,low,medium,low
payment confirmed invoice inv processed successfully download receipt billingportal com receipts inv,updates,medium,medium,medium
clearance madness books celebrate entire purchase valid example com code flash,promotions,low,low,low
vip preview holiday deals hello valued member enjoy free shipping week shop example com expires date,promotions,low,medium,low
auto payment failed subscription confirm cancel service com status email building,updates,medium,medium,medium
safety recall model yesterday network connectivity problem fixed systems operational apologies inconvenience,updates,low,low,low
appointment confirmed sep midnight service unavailable window updates include bug fixes new features,updates,medium,medium,medium
warning violation home server setup trending cooking comments view forum com thread,forum,high,low,high
account recovery recovery code store secure location,verify_code,low,low,low
early access clearance event start deal ends time items lowest prices shop example com use code save,promotions,low,low,low
renew paypal subscription dear winner email annual lottery click scam delivery com claim hrs expire unsubscribe,spam,low,low,low
crypto opportunity roi guaranteed dear winner email annual lottery click phishing site com claim hrs expire unsubscribe,spam,low,low,low
wiki edit approved linux user pixelartist posted helpful solution view forum com thread,forum,low,low,low
event invitation workshop aug inspiring view social com events event reply disable social com settings,social_media,low,low,low
popular near workshop friends checked central perk see photos menu platform com locations venue,social_media,low,low,low
nearby workshop today video london received likes comments see insights social com insights post,social_media,low,low,low
appointment confirmed sep dental cleaning oak street clinic reminder send prior reschedule clinic appt,updates,medium,medium,medium
login alert verification step needed enter verify new device registration session auto cancel invalid attempts,verify_code,high,medium,high
verification required pin required login confirmation apple,verify_code,medium,medium,medium
temporary pin code transaction authorization share requested gmt,verify_code,medium,high,medium
high risk transaction authorization wire transfer bank cyprus requires secondary approval enter authorization code transaction confirmation screen within minutes additional security layer activates international transfers exceeding transaction details available secure message center failure authorize within time window automatically cancel transfer business day hold funds fraudulent report immediately fraud hotline reference txn,verify_code,high,medium,high
ssa tax refund approval unusual login detected russia secure account scam delivery com account suspended,spam,high,low,high
thread moved general support printer driver issue moved correct section continue techforum com threads printer driver,forum,low,low,low
security alert cleared false positive suspicious activity resolved account secure securitycenter com alert status clear,updates,high,high,high
free upgrade order final hours biggest sale example com ends time,promotions,low,low,low
amazon security alert account frozen immediate action required subscription payment failed update payment bit fakeprize call support,spam,high,low,high
watch later recommended article friends checked central perk see photos menu social com places cafe,social_media,low,low,low
scheduled maintenance aug pst confirm cancel company com updates email building,updates,medium,medium,medium
policy update cookie policy changes items shipped via fedex tracking estimated delivery aug track company com updates,updates,low,medium,low
github authenticator token expires gmt support contact,verify_code,low,low,low
free dessert hotel stay hello valued member enjoy extra clearance shop example com expires date,promotions,low,low,low
amazon subscription suspended see messaged apple view phishing site com special offer membership,spam,low,low,low
reservation confirmed restaurant new features security updates install service com status changelog included,updates,medium,medium,medium
scheduled maintenance oct est new features security updates install banking com statements changelog included,updates,medium,medium,medium
birthday discount hello valued member enjoy free shipping week shop example com expires date,promotions,low,low,low
warning violation politics thread comment removed inflammatory language first offense rules forum com rules account probation days,forum,high,low,high
birthday reminder friends next week see video platform com content video comments great insight disable notifications social com settings,social_media,low,medium,low
data usage alert monthly quota september statement available view download banking com statements action needed payment scheduled,updates,medium,medium,medium
live alert webinar behind scenes love view social com profile user reply disable social com settings,social_media,high,low,high
temporary pin password reset enter share number,verify_code,high,high,high
event invitation workshop oct view profile social com profile john accept reject platform com requests,social_media,medium,medium,medium
authentication token access code login confirmation valid,verify_code,medium,medium,medium
order return processed refund issued rma completed credited original payment method view return details store com returns return shipping label tracking shows package received warehouse sep,updates,medium,low,medium
crypto opportunity roi guaranteed macbook air logged hrs minutes ago verify scam delivery com secure account,spam,low,low,low
netflix subscription suspended invoice inv ready view phishing site com dispute within hrshrs,spam,medium,low,medium
new reply react performance trending gaming comments view support site ticket,forum,low,low,low
nearby workshop today group update tech enthusiasts posted article trending digital artists favorite tech tools,social_media,low,medium,low
security alert failed login attempts following paypal application rates dropped apply scam delivery com stop opt,spam,high,low,high
account summary september statement ready restaurant new hours effective immediately oct est assignment confirmed manage booking service com status,updates,medium,medium,medium
early access clearance event start loyal customer get exclusive example com offer code birthday,promotions,low,low,low
warning violation home server setup trending techsupport comments view forum com thread,forum,high,low,high
mod application open technical support user pixelartist posted helpful solution view wiki site page,forum,low,low,low
new reply database optimization thread discussion started codemaster settings wiki site page,forum,low,low,low
watch later recommended post photo new york received likes comments see insights social com insights post,social_media,low,low,low
new messages photography group chat see video platform com content video comments love disable notifications social com settings,social_media,low,low,low
nearby workshop today alex check david weather looks great reply social com chats hiking,social_media,low,low,low
post got new reactions view profile platform com users sarah accept reject social com friends pending,social_media,low,low,low
david kim liked video friends checked downtown cafe see photos menu social com places cafe,social_media,low,low,low
reservation changed hotel upgrade standard room upgraded ocean view cost confirm resorts com manage booking ref upg,updates,medium,medium,medium
suspicious activity amazon account package delivered tracking update bit fakeprize ignore,spam,low,low,low
verification pin code account verification share requested gmt,verify_code,medium,high,medium
secure access number access code account verification valid,verify_code,low,high,low
new follower sarah johnson friends checked downtown cafe see photos menu social com places cafe,social_media,low,low,low
scheduled maintenance aug pst new features dark mode performance boost install service com status changelog included,updates,medium,low,medium
event reminder ama industry expert trending cooking comments view support site ticket,forum,low,medium,low
news groups follow article paris received likes comments see insights platform com analytics content,social_media,low,low,low
appointment reminder dentist aug gmt thank payment applied account receipt company com updates,updates,medium,medium,medium
david kim mentioned comment friends checked downtown cafe see photos menu platform com locations venue,social_media,low,low,low
new friend request john smith beach vacation family view album social com albums vacation,social_media,medium,medium,medium
important payment due date changed restaurant new hours effective immediately dec pst assignment confirmed manage booking company com updates,updates,medium,medium,medium
